City,Name,Year,Price,Kilometers Driven,KM,State,Transmission,Fuel Type,EMI per Month
hyderabad,Ford EcoSport,2016,524000,108K km,108000,TS,manual,diesel,9536
hyderabad,Ford EcoSport,2014,415000,106K km,106000,AP,manual,diesel,11186
hyderabad,Maruti Wagon R 1.0,2015,304000,93.5K km,93500,AP,manual,petrol,5785
hyderabad,Renault Triber,2021,562000,69.5K km,69500,TS,manual,petrol,9570
hyderabad,Ford Figo,2012,242000,102K km,102000,AP,manual,diesel,
hyderabad,Nissan Sunny,2012,312000,126.5K km,126500,AP,manual,diesel,11124
hyderabad,Maruti Alto K10,2018,292000,59.5K km,59500,TS,manual,petrol,4972
hyderabad,Maruti Alto K10,2011,196000,70.5K km,70500,AP,manual,petrol,14004
hyderabad,Kia Sonet,2021,1129000,89.5K km,89500,TS,automatic,diesel,19416
hyderabad,Hyundai Creta,2017,920000,74.5K km,74500,TS,automatic,petrol,15667
hyderabad,Skoda Slavia,2022,1085000,40K km,40000,TS,manual,petrol,18659
hyderabad,Renault Kwid,2022,481000,24.5K km,24500,TS,manual,petrol,8191
hyderabad,Mahindra Thar,2023,1529000,7.5K km,7500,TS,automatic,petrol,26296
hyderabad,Renault Triber,2021,591000,53.5K km,53500,TS,manual,petrol,10064
hyderabad,Tata Nexon,2024,1129000,11.5K km,11500,TS,automatic,petrol,19416
hyderabad,Maruti Alto 800,2016,267000,60.5K km,60500,TS,manual,petrol,4771
hyderabad,Maruti Swift,2017,481000,76K km,76000,TS,manual,petrol,8191
hyderabad,Hyundai i20 Active,2017,648000,59K km,59000,TS,manual,petrol,11035
hyderabad,Maruti Ciaz,2016,547000,130.5K km,130500,TS,manual,diesel,9315
hyderabad,Hyundai i10,2013,292000,79K km,79000,AP,manual,petrol,7870
hyderabad,Maruti Swift Dzire,2014,471000,86.5K km,86500,AP,manual,diesel,12695
hyderabad,Hyundai i10,2013,271000,121.5K km,121500,AP,manual,petrol,7304
hyderabad,Volkswagen Vento,2016,527000,133K km,133000,TS,manual,diesel,8413
hyderabad,Ford EcoSport,2013,446000,65K km,65000,TS,manual,petrol,12022
hyderabad,Maruti Swift Dzire,2014,405000,98K km,98000,AP,manual,petrol,8692
hyderabad,Hyundai i10,2010,187000,96K km,96000,AP,manual,petrol,
hyderabad,Honda Amaze,2015,402000,76.5K km,76500,AP,automatic,petrol,8627
hyderabad,Hyundai i10,2011,220000,71K km,71000,AP,manual,petrol,
hyderabad,Hyundai Creta,2016,795000,79.5K km,79500,TS,manual,petrol,13538
hyderabad,Hyundai Eon,2015,256000,72K km,72000,TS,manual,petrol,4368
hyderabad,Maruti Eeco,2020,454000,47.5K km,47500,TS,manual,petrol,7248
hyderabad,Hyundai Grand i10,2017,521000,39.5K km,39500,TS,manual,petrol,8872
hyderabad,Renault Kwid,2019,316000,44.5K km,44500,TS,manual,petrol,5381
hyderabad,Renault Triber,2022,678000,32K km,32000,TS,manual,petrol,11545
hyderabad,Hyundai New Santro 1.1,2022,582000,14.5K km,14500,TS,automatic,petrol,9291
hyderabad,Maruti Celerio,2022,587000,10.5K km,10500,TS,manual,petrol,9996
hyderabad,Maruti Celerio,2022,524000,15K km,15000,TS,manual,petrol,8923
hyderabad,Maruti Celerio,2017,397000,57.5K km,57500,TS,automatic,petrol,6760
hyderabad,Maruti S-Presso,2021,406000,18K km,18000,TS,manual,petrol,6913
hyderabad,Hyundai i10,2012,284000,47.5K km,47500,AP,manual,petrol,20292
hyderabad,Datsun Redi-GO,2018,255000,42.5K km,42500,TS,manual,petrol,9698
hyderabad,Ford EcoSport,2013,384000,98.5K km,98500,AP,manual,diesel,10350
hyderabad,Hyundai i10,2013,297000,41K km,41000,AP,manual,petrol,11295
hyderabad,Maruti Alto 800,2015,246000,53K km,53000,TS,manual,petrol,4681
hyderabad,Hyundai i10,2011,284000,28.5K km,28500,AP,manual,petrol,20292
hyderabad,Maruti Wagon R 1.0,2012,279000,71K km,71000,AP,manual,petrol+cng,10611
hyderabad,Hyundai Grand i10,2015,342000,136K km,136000,TS,manual,petrol,6225
hyderabad,Maruti S-Presso,2021,432000,20.5K km,20500,TS,manual,petrol,7356
hyderabad,Maruti Eeco,2021,502000,12K km,12000,TS,manual,petrol,8014
hyderabad,Hyundai Grand i10,2019,607000,33.5K km,33500,TS,automatic,petrol,10336
hyderabad,Maruti Alto 800,2018,321000,56.5K km,56500,TS,manual,petrol,5737
hyderabad,Hyundai Grand i10,2016,507000,45.5K km,45500,AP,automatic,petrol,8633
hyderabad,Maruti Celerio,2014,352000,25K km,25000,AP,automatic,petrol,7554
hyderabad,Honda WR-V,2021,928000,62K km,62000,TS,manual,diesel,15803
hyderabad,Maruti S-Presso,2022,512000,16K km,16000,AP,automatic,petrol,8719
hyderabad,Maruti Alto 800,2017,304000,54K km,54000,TS,manual,petrol,5433
hyderabad,Ford EcoSport,2017,673000,59K km,59000,TS,automatic,petrol,11460
hyderabad,Renault Kiger,2022,760000,28K km,28000,TS,automatic,petrol,12942
hyderabad,Maruti Alto K10,2012,191000,67.5K km,67500,AP,manual,petrol,7264
hyderabad,Maruti S-Presso,2021,388000,83K km,83000,AP,automatic,petrol,6607
hyderabad,Hyundai Venue,2019,849000,95K km,95000,TS,manual,diesel,14457
hyderabad,Hyundai i10,2015,335000,94K km,94000,AP,manual,petrol+cng,6097
hyderabad,Maruti Ritz,2014,281000,105.5K km,105500,TS,manual,petrol,5653
hyderabad,Maruti Baleno,2018,563000,100.5K km,100500,TS,manual,petrol,9587
hyderabad,Hyundai Grand i10,2018,512000,50K km,50000,TS,manual,petrol,8719
hyderabad,Hyundai Grand i10,2014,414000,82K km,82000,TS,automatic,petrol,8885
hyderabad,Honda City,2022,937000,32.5K km,32500,TS,manual,petrol,15956
hyderabad,Toyota Etios,2011,316000,70K km,70000,AP,manual,petrol,21168
hyderabad,Maruti Alto 800,2020,372000,18K km,18000,TS,manual,petrol,6648
hyderabad,Tata Tigor,2021,647000,22.5K km,22500,AP,manual,petrol,11018
hyderabad,Mahindra XUV 300,2020,1008000,66.5K km,66500,TS,automatic,diesel,17165
hyderabad,Renault Triber,2022,566000,80.5K km,80500,TS,manual,petrol,9638
hyderabad,Maruti Ciaz,2023,959000,23K km,23000,TS,manual,petrol,16331
hyderabad,Maruti Baleno,2017,602000,37.5K km,37500,TS,manual,petrol,10251
hyderabad,Maruti Dzire,2021,687000,26.5K km,26500,AP,automatic,petrol,11699
hyderabad,Maruti Ertiga,2017,729000,46K km,46000,TS,automatic,petrol,12414
hyderabad,Renault Kwid,2019,320000,55.5K km,55500,TS,manual,petrol,5449
hyderabad,Maruti Baleno,2016,555000,38K km,38000,TS,manual,petrol,9451
hyderabad,Honda WR-V,2018,721000,112K km,112000,TS,manual,diesel,12278
hyderabad,Volkswagen Polo,2015,468000,128.5K km,128500,TS,manual,diesel,7986
hyderabad,Mahindra TUV300,2017,592000,90K km,90000,TS,manual,diesel,10081
hyderabad,Maruti Alto 800,2016,257000,35K km,35000,TS,manual,petrol,4593
hyderabad,Hyundai i10,2010,225000,73K km,73000,AP,manual,petrol,
hyderabad,Maruti Baleno,2017,521000,121K km,121000,AP,manual,petrol,8872
hyderabad,Maruti Alto K10,2016,268000,56.5K km,56500,TS,manual,petrol,4563
hyderabad,Hyundai i10,2010,198000,76.5K km,76500,AP,manual,petrol,
hyderabad,Kia Seltos,2021,1129000,101K km,101000,TS,manual,petrol,19416
hyderabad,Honda WR-V,2017,678000,105K km,105000,AP,manual,diesel,11545
hyderabad,Maruti Alto 800,2018,284000,36K km,36000,TS,manual,petrol,5075
hyderabad,Hyundai Eon,2016,272000,51K km,51000,TS,manual,petrol,4641
hyderabad,Datsun Go Plus,2015,314000,25.5K km,25500,TS,manual,petrol,
hyderabad,Hyundai Grand i10,2018,529000,34.5K km,34500,TS,manual,petrol,9008
hyderabad,Hyundai Grand i10,2018,510000,47K km,47000,TS,manual,petrol,8685
hyderabad,Tata Tiago NRG,2023,695000,13K km,13000,TS,automatic,petrol,11835
hyderabad,Maruti Ignis,2022,575000,38.5K km,38500,TS,manual,petrol,9791
hyderabad,Hyundai Grand i10,2019,559000,26K km,26000,TS,manual,petrol,9519
hyderabad,Hyundai Grand i10,2019,570000,49.5K km,49500,TS,manual,petrol,9706
hyderabad,MG Astor,2024,1519000,11K km,11000,TS,automatic,petrol,26123
hyderabad,Maruti Alto K10,2013,224000,42K km,42000,AP,manual,petrol,8519
hyderabad,Maruti Alto 800,2018,248000,99K km,99000,TS,manual,petrol,4432
hyderabad,Mahindra KUV100,2016,280000,71K km,71000,TS,manual,petrol,4768
hyderabad,Maruti Alto 800,2018,236000,121.5K km,121500,TS,manual,petrol,4217
hyderabad,Maruti Swift,2016,437000,97.5K km,97500,AP,manual,petrol,7441
hyderabad,Maruti Swift,2012,369000,62.5K km,62500,AP,manual,petrol,14034
hyderabad,Honda Amaze,2015,424000,94K km,94000,TS,manual,petrol,7717
hyderabad,Volkswagen Polo,2015,415000,118K km,118000,TS,manual,diesel,7081
hyderabad,Hyundai i10,2012,281000,27.5K km,27500,AP,manual,petrol,10687
hyderabad,Hyundai i20,2014,390000,142.5K km,142500,TS,manual,diesel,8370
hyderabad,Tata Tiago,2021,425000,29K km,29000,AP,manual,petrol,7237
hyderabad,Renault Triber,2020,570000,51K km,51000,TS,manual,petrol,9706
hyderabad,Hyundai Aura,2023,659000,22K km,22000,TS,manual,petrol,11222
hyderabad,Maruti Ignis,2017,498000,75.5K km,75500,TS,manual,petrol,8480
hyderabad,Maruti Eeco,2021,465000,29.5K km,29500,TS,manual,petrol,7423
hyderabad,Honda Amaze,2022,759000,32.5K km,32500,TS,manual,petrol,12925
hyderabad,Hyundai New i20,2023,845000,32K km,32000,TS,automatic,petrol,14389
hyderabad,Maruti Ciaz,2022,964000,26.5K km,26500,TS,manual,petrol,16416
hyderabad,Hyundai Grand i10,2017,446000,30.5K km,30500,AP,manual,petrol,7595
hyderabad,Hyundai i20 Active,2018,652000,41.5K km,41500,TS,manual,petrol,11103
hyderabad,Volkswagen Vento,2016,588000,137K km,137000,AP,automatic,diesel,9387
hyderabad,Hyundai Elite i20,2015,537000,132K km,132000,TS,manual,diesel,9774
hyderabad,Maruti Baleno,2016,503000,64K km,64000,TS,automatic,petrol,8565
hyderabad,Ford EcoSport,2013,438000,119.5K km,119500,AP,manual,diesel,11806
hyderabad,Maruti Alto 800,2013,255000,36K km,36000,AP,manual,petrol,7071
hyderabad,Hyundai Elite i20,2014,533000,136K km,136000,TS,manual,diesel,11439
hyderabad,Renault Kwid,2017,289000,87.5K km,87500,TS,manual,petrol,4921
hyderabad,Hyundai Elite i20,2016,526000,126K km,126000,AP,manual,petrol,8957
hyderabad,Ford EcoSport,2018,707000,121.5K km,121500,TS,manual,diesel,12039
hyderabad,Hyundai Xcent,2014,386000,149.5K km,149500,TS,manual,petrol,7766
hyderabad,Hyundai Elite i20,2017,605000,68.5K km,68500,TS,manual,petrol,10302
hyderabad,Hyundai Xcent,2016,447000,79.5K km,79500,AP,manual,diesel,7136
hyderabad,Maruti Ertiga,2016,749000,81K km,81000,TS,manual,diesel,12755
hyderabad,Maruti Alto 800,2018,331000,17.5K km,17500,TS,manual,petrol,5915
hyderabad,Renault Triber,2020,596000,36.5K km,36500,TS,manual,petrol,10149
hyderabad,Honda City,2021,1059000,68K km,68000,TS,manual,petrol,18212
hyderabad,Tata Tigor,2023,748000,36.5K km,36500,TS,automatic,petrol,12738
hyderabad,Renault Kwid,2019,378000,26.5K km,26500,TS,manual,petrol,6437
hyderabad,Maruti S-Presso,2022,418000,20.5K km,20500,TS,manual,petrol,7118
hyderabad,Hyundai New i20,2021,749000,32K km,32000,AP,manual,petrol,12755
hyderabad,Honda City,2015,646000,107K km,107000,AP,manual,diesel,11758
hyderabad,Hyundai Grand i10,2016,401000,104K km,104000,TS,manual,petrol,6828
hyderabad,Maruti Swift,2011,293000,83.5K km,83500,AP,manual,petrol,20935
hyderabad,Maruti Estilo,2010,170000,103.5K km,103500,AP,manual,petrol,
hyderabad,Hyundai Eon,2017,262000,77.5K km,77500,AP,manual,petrol,4182
hyderabad,Maruti Alto K10,2015,236000,114K km,114000,TS,manual,petrol,4295
hyderabad,Hyundai i10,2012,355000,41K km,41000,AP,automatic,petrol,13501
hyderabad,Hyundai i10,2011,263000,62K km,62000,AP,manual,petrol,18792
hyderabad,Hyundai Creta,2017,874000,91.5K km,91500,TS,automatic,petrol,14883
hyderabad,Toyota Etios,2012,358000,142K km,142000,AP,manual,diesel,12764
hyderabad,Tata Tiago NRG,2023,643000,26.5K km,26500,TS,manual,petrol,10949
hyderabad,Hyundai Grand i10,2019,534000,45K km,45000,TS,manual,petrol,9093
hyderabad,Maruti Dzire,2018,674000,45K km,45000,TS,automatic,diesel,11477
hyderabad,Maruti Wagon R 1.0,2014,307000,64K km,64000,TS,manual,petrol,6835
hyderabad,Tata Nexon,2022,1085000,24K km,24000,TS,automatic,petrol,18660
hyderabad,Tata Tiago,2021,538000,57.5K km,57500,TS,manual,petrol,9161
hyderabad,Hyundai Grand i10,2014,412000,54.5K km,54500,AP,manual,petrol,8842
hyderabad,Maruti Ciaz,2022,784000,38K km,38000,TS,manual,petrol,13351
hyderabad,Honda Amaze,2015,372000,60.5K km,60500,TS,manual,petrol,6771
hyderabad,Honda Jazz,2021,748000,47K km,47000,TS,manual,petrol,11941
hyderabad,Volkswagen Vento,2013,436000,105K km,105000,AP,manual,diesel,11017
hyderabad,Hyundai Creta,2016,798000,138K km,138000,TS,automatic,diesel,14525
hyderabad,Maruti Alto K10,2011,188000,80.5K km,80500,AP,manual,petrol,13433
hyderabad,Hyundai i20,2014,439000,101.5K km,101500,AP,manual,diesel,9421
hyderabad,Tata Altroz,2021,630000,94K km,94000,AP,manual,diesel,10728
hyderabad,Maruti Alto K10,2017,294000,80K km,80000,AP,manual,petrol,5006
hyderabad,Ford EcoSport,2014,435000,100K km,100000,AP,manual,diesel,9335
hyderabad,Hyundai Grand i10,2017,455000,96.5K km,96500,TS,manual,petrol,7748
hyderabad,Maruti Estilo,2011,211000,70.5K km,70500,AP,manual,petrol,15076
hyderabad,Renault Duster,2022,812000,44K km,44000,TS,manual,petrol,13827
hyderabad,Maruti Dzire,2022,735000,17K km,17000,TS,automatic,petrol,12516
hyderabad,Volkswagen Taigun,2022,1359000,42K km,42000,TS,automatic,petrol,23364
hyderabad,Hyundai Venue,2021,873000,36.5K km,36500,TS,manual,petrol,14866
hyderabad,Maruti Alto 800,2018,285000,71.5K km,71500,TS,manual,petrol,5093
hyderabad,Honda Brio,2018,539000,44.5K km,44500,TS,automatic,petrol,8605
hyderabad,Hyundai Venue,2022,1178000,32K km,32000,TS,manual,diesel,20258
hyderabad,Maruti Alto 800,2018,347000,24K km,24000,TS,manual,petrol,6201
hyderabad,Renault Kwid,2023,529000,29K km,29000,TS,automatic,petrol,9008
hyderabad,Maruti Alto 800,2018,336000,29.5K km,29500,AP,manual,petrol,6005
hyderabad,Tata Altroz,2021,618000,43K km,43000,TS,manual,petrol,10524
hyderabad,Maruti Swift Dzire,2013,388000,58K km,58000,AP,automatic,petrol,10458
hyderabad,Hyundai i10,2012,253000,76K km,76000,AP,manual,petrol,9622
hyderabad,Ford EcoSport,2016,544000,66.5K km,66500,TS,automatic,petrol,9902
hyderabad,Maruti S-Cross,2018,726000,103.5K km,103500,TS,manual,diesel,12363
hyderabad,Maruti Celerio,2014,249000,88.5K km,88500,TS,manual,petrol,5344
hyderabad,Maruti Alto 800,2014,231000,67.5K km,67500,AP,manual,petrol,5143
hyderabad,Maruti Alto 800,2017,287000,60.5K km,60500,TS,manual,petrol,5129
hyderabad,Maruti Baleno,2018,583000,105K km,105000,TS,automatic,petrol,9928
hyderabad,Maruti XL6,2023,1039000,95K km,95000,TS,automatic,petrol,17868
hyderabad,Maruti Swift,2011,287000,99K km,99000,AP,manual,petrol,20507
hyderabad,Maruti Swift Dzire,2016,497000,89K km,89000,AP,manual,diesel,9046
hyderabad,Maruti Wagon R 1.0,2016,437000,61.5K km,61500,TS,automatic,petrol,7810
hyderabad,Volkswagen Vento,2021,897000,22K km,22000,AP,manual,petrol,14320
hyderabad,Maruti Ignis,2023,696000,19.5K km,19500,TS,manual,petrol,11852
hyderabad,Kia Seltos,2022,1682000,39K km,39000,TS,automatic,diesel,28928
hyderabad,Maruti S-Presso,2022,453000,32K km,32000,TS,manual,petrol,7918
hyderabad,Maruti Alto 800,2015,269000,35K km,35000,TS,manual,petrol,5119
hyderabad,Ford Figo Aspire,2019,576000,65.5K km,65500,TS,manual,petrol,9195
hyderabad,Tata Nano,2015,174000,12.5K km,12500,TS,manual,petrol,3500
hyderabad,Maruti Celerio X,2019,489000,47K km,47000,TS,automatic,petrol,8193
hyderabad,Hyundai Venue,2021,894000,95K km,95000,TS,automatic,petrol,15224
hyderabad,Tata Nano,2017,164000,55.5K km,55500,TS,manual,petrol,2798
hyderabad,Ford EcoSport,2017,580000,109K km,109000,AP,manual,diesel,9877
hyderabad,Maruti Swift Dzire,2016,541000,45.5K km,45500,TS,manual,petrol,9212
hyderabad,Maruti XL6,2022,1078000,45.5K km,45500,TS,manual,petrol,18538
hyderabad,Renault Triber,2020,529000,61K km,61000,TS,automatic,petrol,9008
hyderabad,Hyundai Venue,2020,821000,110.5K km,110500,TS,automatic,petrol,13981
hyderabad,Maruti S-Cross,2018,795000,63.5K km,63500,TS,manual,diesel,13538
hyderabad,Toyota Etios,2012,305000,108.5K km,108500,AP,manual,petrol,10875
hyderabad,Hyundai i10,2010,226000,45K km,45000,AP,manual,petrol,
hyderabad,Maruti Alto 800,2019,340000,57K km,57000,TS,manual,petrol,6076
hyderabad,Hyundai i20 Active,2018,598000,51K km,51000,TS,manual,petrol,10183
hyderabad,Maruti Alto 800,2017,297000,22K km,22000,TS,manual,petrol,5308
hyderabad,Maruti Fronx,2024,959000,11.5K km,11500,TG,manual,petrol,16331
hyderabad,Maruti Wagon R 1.2,2023,599000,21.5K km,21500,TS,manual,petrol,10200
hyderabad,Maruti Alto 800,2021,352000,14K km,14000,TS,manual,petrol,6291
hyderabad,Kia Seltos,2022,1529000,29.5K km,29500,TS,manual,petrol,26296
hyderabad,Renault Kwid,2019,321000,84.5K km,84500,TS,manual,petrol,5466
hyderabad,Renault Kwid,2018,330000,61.5K km,61500,TS,manual,petrol,5619
hyderabad,Honda Amaze,2022,740000,73K km,73000,TS,automatic,petrol,12601
hyderabad,Hyundai i10,2011,215000,113K km,113000,AP,manual,petrol,15362
hyderabad,Maruti Swift,2014,387000,138.5K km,138500,TS,manual,petrol,8305
hyderabad,Maruti Alto 800,2014,233000,79.5K km,79500,TS,manual,petrol,5187
hyderabad,Kia Seltos,2023,1682000,21K km,21000,TS,manual,diesel,28927
hyderabad,Hyundai i10,2015,342000,30K km,30000,TS,manual,petrol,6225
hyderabad,Hyundai i10,2015,310000,92.5K km,92500,AP,manual,petrol,5642
hyderabad,Maruti Swift,2012,370000,107.5K km,107500,AP,manual,diesel,14072
hyderabad,Maruti Swift,2014,375000,74.5K km,74500,AP,manual,petrol,10108
hyderabad,Hyundai i10,2012,300000,52.5K km,52500,AP,automatic,petrol,11410
hyderabad,Maruti Alto K10,2015,265000,53.5K km,53500,AP,manual,petrol,4823
hyderabad,Maruti Alto 800,2019,290000,63K km,63000,TS,manual,petrol,5183
hyderabad,Tata Altroz,2021,726000,47.5K km,47500,TS,manual,petrol,12363
hyderabad,Hyundai Creta,2018,957000,54K km,54000,TS,manual,petrol,16297
hyderabad,Maruti Swift,2015,499000,44K km,44000,TS,manual,petrol,9083
hyderabad,Maruti Alto 800,2016,273000,43.5K km,43500,TS,manual,petrol,4879
hyderabad,Tata Nexon,2019,719000,56K km,56000,TS,manual,petrol,12244
hyderabad,Maruti Ignis,2019,515000,21K km,21000,AP,automatic,petrol,8770
hyderabad,Hyundai i10,2015,373000,44K km,44000,TS,manual,petrol,6789
hyderabad,Maruti Alto 800,2021,350000,27K km,27000,AP,manual,petrol,6255
hyderabad,Hyundai Grand i10 Nios,2020,622000,30K km,30000,TS,automatic,petrol,10592
hyderabad,Honda Amaze,2014,439000,85K km,85000,TS,automatic,petrol,9421
hyderabad,Maruti Wagon R 1.0,2016,310000,44K km,44000,AP,manual,petrol,5540
hyderabad,Maruti Swift,2013,427000,62.5K km,62500,AP,manual,petrol,11509
hyderabad,Ford Freestyle,2018,528000,113.5K km,113500,TS,manual,diesel,11331
hyderabad,Mahindra Scorpio,2018,935000,87.5K km,87500,TS,manual,diesel,15922
hyderabad,Hyundai i10,2010,227000,67K km,67000,AP,manual,petrol,
hyderabad,Hyundai i10,2012,236000,81.5K km,81500,AP,manual,petrol,16863
hyderabad,Maruti Swift,2013,348000,88K km,88000,AP,manual,petrol,13235
hyderabad,Tata Nexon,2020,765000,88.5K km,88500,TS,automatic,petrol,13027
hyderabad,Ford Figo,2012,234000,79.5K km,79500,AP,manual,diesel,
hyderabad,Maruti S-Presso,2023,461000,18K km,18000,TS,manual,petrol,7850
hyderabad,Tata Nexon,2021,873000,48K km,48000,TS,manual,petrol,14866
hyderabad,Hyundai Elite i20,2017,619000,49.5K km,49500,TS,manual,petrol,10541
hyderabad,Hyundai Aura,2021,719000,28K km,28000,TS,manual,petrol,12244
hyderabad,Ford EcoSport,2017,647000,42K km,42000,TS,automatic,petrol,11018
hyderabad,Hyundai Grand i10 Nios,2022,666000,44.5K km,44500,TS,manual,petrol,11341
hyderabad,Honda WR-V,2019,768000,46K km,46000,TS,manual,petrol+cng,13078
hyderabad,Maruti Alto 800,2017,283000,39.5K km,39500,TS,manual,petrol,5057
hyderabad,Hyundai Venue,2021,853000,44.5K km,44500,TS,manual,petrol,14526
hyderabad,Maruti Alto 800,2017,316000,29.5K km,29500,TS,manual,petrol,5647
hyderabad,Tata Punch,2023,829000,16.5K km,16500,TS,automatic,petrol,14117
hyderabad,Hyundai New i20,2022,791000,36K km,36000,TS,manual,petrol,13470
hyderabad,Hyundai Grand i10,2018,452000,108K km,108000,TS,manual,petrol,7697
hyderabad,Maruti Ritz,2013,314000,72.5K km,72500,TS,manual,petrol,7934
hyderabad,Maruti Swift,2013,360000,77.5K km,77500,AP,manual,petrol,9703
hyderabad,Hyundai i10,2010,230000,45.5K km,45500,AP,manual,petrol,
hyderabad,Renault Duster,2016,614000,109.5K km,109500,TS,manual,diesel,10456
hyderabad,Honda Brio,2013,285000,89K km,89000,AP,manual,petrol,7202
hyderabad,Maruti Ciaz,2015,487000,119K km,119000,TS,manual,petrol,8864
hyderabad,Volkswagen Vento,2013,436000,103K km,103000,AP,manual,diesel,11017
hyderabad,Maruti Alto 800,2021,388000,12K km,12000,TS,manual,petrol,6934
hyderabad,Tata Tiago,2022,658000,28K km,28000,TS,automatic,petrol,11205
hyderabad,Maruti Ciaz,2018,708000,64.5K km,64500,TS,automatic,petrol,12056
hyderabad,Hyundai New Santro 1.1,2020,490000,13K km,13000,AP,manual,petrol,7822
hyderabad,Renault Kwid,2019,339000,80.5K km,80500,TS,manual,petrol,5772
hyderabad,Hyundai Aura,2023,759000,10.5K km,10500,TS,manual,petrol,12925
hyderabad,Renault Kwid,2021,461000,2.5K km,2500,AP,manual,petrol,7850
hyderabad,Renault Triber,2021,587000,41K km,41000,TS,manual,petrol,9996
hyderabad,Tata Altroz,2021,749000,13K km,13000,TS,manual,petrol,12755
hyderabad,Honda Civic,2019,1549000,59.5K km,59500,TS,manual,diesel,26639
hyderabad,Maruti Wagon R 1.0,2015,298000,137K km,137000,TS,manual,petrol,5671
hyderabad,Renault Triber,2021,593000,75.5K km,75500,TS,automatic,petrol,10098
hyderabad,Maruti Wagon R 1.0,2011,272000,53K km,53000,AP,manual,petrol+cng,19435
hyderabad,Hyundai i10,2013,288000,69.5K km,69500,AP,manual,petrol,7763
hyderabad,Toyota Etios,2014,387000,48.5K km,48500,AP,manual,petrol,9779
hyderabad,Hyundai i10,2010,230000,42K km,42000,AP,manual,petrol,
hyderabad,Hyundai i10,2013,264000,65K km,65000,AP,manual,petrol,7116
hyderabad,Hyundai i10,2010,210000,90K km,90000,AP,manual,petrol,
hyderabad,Maruti Ritz,2014,319000,97.5K km,97500,TS,manual,petrol,6418
hyderabad,Maruti Alto K10,2013,207000,82.5K km,82500,AP,manual,petrol,5579
hyderabad,Tata Tiago,2020,534000,41K km,41000,AP,manual,petrol,9093
hyderabad,Hyundai i20,2014,483000,72.5K km,72500,TS,manual,diesel,10366
hyderabad,Mahindra KUV100,2016,378000,29.5K km,29500,TS,manual,petrol,6437
hyderabad,Maruti Baleno,2016,558000,41.5K km,41500,TS,manual,petrol,9502
hyderabad,Hyundai Grand i10,2018,510000,41K km,41000,TS,manual,petrol,8685
hyderabad,Maruti S-Presso,2019,390000,36.5K km,36500,TS,manual,petrol,6641
hyderabad,Honda Amaze,2015,463000,52.5K km,52500,TS,manual,petrol,8427
hyderabad,Hyundai i20 N Line,2021,928000,30.5K km,30500,TS,automatic,petrol,15803
hyderabad,Honda Amaze,2019,731000,86.5K km,86500,TS,automatic,diesel,12448
hyderabad,Honda Brio,2018,459000,42K km,42000,TS,manual,petrol,7327
hyderabad,Ford EcoSport,2016,547000,111.5K km,111500,TS,manual,petrol,9315
hyderabad,Ford Figo,2013,253000,114K km,114000,AP,manual,diesel,
hyderabad,Hyundai Elite i20,2020,759000,81K km,81000,TS,manual,diesel,12925
hyderabad,Hyundai Grand i10,2019,550000,48K km,48000,TS,manual,petrol,9366
hyderabad,Hyundai i20 Active,2015,544000,121K km,121000,AP,manual,diesel,9902
hyderabad,Hyundai Grand i10,2019,456000,89.5K km,89500,TS,manual,petrol,7765
hyderabad,Maruti Dzire,2018,567000,117K km,117000,TS,automatic,petrol,9655
hyderabad,Hyundai i10,2010,235000,52K km,52000,AP,manual,petrol,
hyderabad,Volkswagen Polo,2018,566000,102.5K km,102500,AP,manual,petrol,9036
hyderabad,Honda Jazz,2015,443000,97.5K km,97500,TS,manual,petrol,7559
hyderabad,Maruti Baleno,2016,543000,54K km,54000,AP,manual,petrol,9246
hyderabad,Hyundai Aura,2023,759000,8K km,8000,TS,manual,petrol,12925
hyderabad,Maruti Swift,2017,512000,24.5K km,24500,AP,manual,petrol,8719
hyderabad,Maruti XL6,2023,1136000,51.5K km,51500,TS,automatic,petrol,19532
hyderabad,Maruti Ciaz,2020,809000,68K km,68000,TS,automatic,petrol,13776
hyderabad,Renault Kiger,2022,745000,15.5K km,15500,TS,manual,petrol,12686
hyderabad,Hyundai Venue,2021,886000,25.5K km,25500,TS,manual,petrol,15088
hyderabad,Maruti S-Presso,2019,390000,18.5K km,18500,TS,manual,petrol,6641
hyderabad,Maruti Ciaz,2018,745000,68K km,68000,TS,automatic,petrol,12686
hyderabad,Maruti Baleno,2017,589000,51K km,51000,AP,automatic,petrol,10030
hyderabad,Datsun Redi-GO,2017,231000,53K km,53000,TS,manual,petrol,8785
hyderabad,Volkswagen Polo,2016,438000,143K km,143000,TS,manual,diesel,6992
hyderabad,Hyundai i10,2010,197000,77.5K km,77500,AP,manual,petrol,
hyderabad,Hyundai i10,2011,272000,38.5K km,38500,TS,manual,petrol,19435
hyderabad,Maruti Alto 800,2019,269000,75K km,75000,TS,manual,petrol,4807
hyderabad,Hyundai Elite i20,2015,572000,104.5K km,104500,TS,manual,diesel,10411
hyderabad,Hyundai i20,2014,440000,133.5K km,133500,TS,manual,diesel,9443
hyderabad,Renault Kwid,2016,285000,71.5K km,71500,TS,manual,petrol,4853
hyderabad,Honda Jazz,2017,478000,57K km,57000,TS,manual,petrol,7631
hyderabad,Hyundai Elite i20,2016,484000,101K km,101000,TS,manual,petrol,8809
hyderabad,Maruti Swift,2018,699000,54.5K km,54500,TS,automatic,diesel,11903
