City,Name,Year,Price,Kilometers Driven,KM,State,Transmission,Fuel Type,EMI per Month
chennai,Hyundai Eon,2013,280000,100.5K km,100500,TN,manual,petrol,7075
chennai,Renault Kwid,2019,392000,50K km,50000,TN,automatic,petrol,6675
chennai,Tata Nexon,2020,633000,103K km,103000,TN,automatic,petrol,10779
chennai,Mahindra KUV100,2017,412000,25K km,25000,TN,manual,petrol,7016
chennai,Hyundai Eon,2019,392000,45K km,45000,TN,manual,petrol,6258
chennai,Hyundai Venue,2022,938000,42.5K km,42500,TN,manual,petrol,15973
chennai,Honda Jazz,2021,774000,45.5K km,45500,TN,automatic,petrol,12356
chennai,Volkswagen Taigun,2022,1137000,41K km,41000,TN,manual,petrol,19549
chennai,Tata Nexon,2021,723000,107.5K km,107500,TN,manual,diesel,12312
chennai,Volkswagen Ameo,2017,524000,136.5K km,136500,TN,automatic,diesel,8365
chennai,Honda City,2015,579000,146.5K km,146500,TN,automatic,petrol,10539
chennai,Hyundai i20,2012,294000,120K km,120000,TN,manual,diesel,11181
chennai,Maruti Dzire,2018,754000,41K km,41000,TN,manual,diesel,12840
chennai,MG Hector,2021,1478000,82K km,82000,TN,manual,diesel,25417
chennai,Maruti Alto 800,2019,344000,25K km,25000,TN,manual,petrol,6148
chennai,Maruti Celerio,2019,498000,63K km,63000,TN,automatic,petrol,8480
chennai,Maruti Alto 800,2015,292000,54K km,54000,TN,manual,petrol,5557
chennai,Hyundai Elite i20,2017,579000,40.5K km,40500,TN,manual,petrol,9860
chennai,Honda Jazz,2022,878000,31.5K km,31500,TN,automatic,petrol,14017
chennai,Maruti Celerio,2023,560000,61K km,61000,TN,manual,petrol+cng,9536
chennai,Hyundai New i20,2021,759000,66.5K km,66500,TN,manual,petrol,12925
chennai,Tata Nexon,2020,698000,116K km,116000,TN,manual,diesel,11886
chennai,Honda City,2020,939000,118K km,118000,TN,automatic,petrol,15990
chennai,Honda Jazz,2015,497000,64K km,64000,TN,manual,petrol,8481
chennai,Maruti Dzire,2018,759000,39.5K km,39500,TN,manual,diesel,12925
chennai,Hyundai Grand i10,2019,558000,49.5K km,49500,TN,automatic,petrol,9502
chennai,Ford Figo Aspire,2019,475000,117K km,117000,TN,manual,diesel,7583
chennai,Hyundai Xcent,2014,397000,105.5K km,105500,TN,manual,diesel,7987
chennai,Hyundai Grand i10,2019,469000,106.5K km,106500,TN,manual,petrol,7986
chennai,Honda WR-V,2021,895000,86.5K km,86500,TN,manual,diesel,15241
chennai,Volkswagen Polo,2019,610000,54.5K km,54500,TN,manual,petrol,9738
chennai,Hyundai Venue,2022,1011000,33.5K km,33500,TN,manual,petrol,17217
chennai,Maruti S-Presso,2022,432000,25.5K km,25500,TN,manual,petrol,7356
chennai,Ford EcoSport,2015,542000,50.5K km,50500,TN,automatic,petrol,9865
chennai,Tata Nexon,2019,776000,46.5K km,46500,TN,automatic,petrol,13214
chennai,Tata Nano,2015,164000,93K km,93000,TN,manual,petrol,2798
chennai,Hyundai Eon,2017,301000,56.5K km,56500,TN,manual,petrol,4805
chennai,Tata Nexon,2021,875000,106.5K km,106500,TN,manual,diesel,14900
chennai,Tata Nano,2015,148000,100.5K km,100500,TN,manual,petrol,2525
chennai,Chevrolet Beat,2016,294000,67K km,67000,TN,manual,petrol,21007
chennai,Volkswagen Ameo,2019,522000,115K km,115000,HR,manual,petrol,8333
chennai,Hyundai Grand i10,2018,582000,32.5K km,32500,TN,automatic,petrol,9911
chennai,Maruti Fronx,2023,1032000,8K km,8000,TN,manual,petrol,17747
chennai,Mahindra XUV 300,2023,1200000,46.5K km,46500,TN,automatic,diesel,20639
chennai,Mahindra Scorpio N,2023,1943000,10K km,10000,TN,manual,petrol,33411
kolkata,Maruti Dzire,2021,579000,28.5K km,28500,WB,manual,petrol,9860
kolkata,Honda Amaze,2021,689000,10K km,10000,WB,manual,petrol,11733
kolkata,Volkswagen Vento,2019,647000,35.5K km,35500,WB,automatic,petrol,10329
kolkata,Hyundai Aura,2020,629000,10K km,10000,WB,automatic,petrol,10711
kolkata,Maruti Alto 800,2021,351000,10K km,10000,WB,manual,petrol,6273
kolkata,Hyundai Grand i10,2017,385000,97.5K km,97500,WB,manual,petrol,6556
kolkata,Hyundai i20 N Line,2023,768000,31.5K km,31500,WB,manual,petrol,13078
kolkata,Tata Tiago,2021,553000,15K km,15000,WB,manual,petrol,9417
kolkata,Kia Carens,2022,1085000,25.5K km,25500,WB,manual,petrol,18659
kolkata,Hyundai Grand i10 Nios,2021,564000,15K km,15000,WB,manual,petrol,9604
kolkata,Hyundai New i20,2022,878000,14.5K km,14500,WB,automatic,petrol,14951
kolkata,Mahindra XUV 3XO,2024,1337000,2K km,2000,WB,manual,petrol,22989
kolkata,Hyundai Creta,2021,859000,50.5K km,50500,WB,manual,petrol,14628
kolkata,Hyundai Venue,2022,875000,27.5K km,27500,WB,manual,petrol,14900
kolkata,Renault Kwid,2019,297000,51K km,51000,WB,manual,petrol,5057
kolkata,Mahindra XUV 300,2022,868000,20K km,20000,WB,manual,petrol,14781
kolkata,Maruti A-Star,2011,224000,55.5K km,55500,WB,automatic,petrol,15005
kolkata,Hyundai Elite i20,2015,442000,48.5K km,48500,WB,manual,petrol,8045
kolkata,Skoda Kushaq,2022,1239000,22K km,22000,WB,manual,petrol,21308
kolkata,Hyundai Grand i10,2016,312000,95K km,95000,WB,manual,petrol,5313
kolkata,Hyundai Xcent,2019,405000,43K km,43000,WB,manual,petrol,6465
kolkata,Hyundai Venue,2021,701000,18.5K km,18500,WB,manual,petrol,11937
kolkata,Hyundai Creta,2020,1219000,59.5K km,59500,WB,automatic,petrol,20964
kolkata,Hyundai New i20,2021,745000,35K km,35000,WB,manual,petrol,12686
kolkata,Honda WR-V,2021,697000,42.5K km,42500,WB,manual,petrol,11869
kolkata,Tata Nexon,2023,992000,7.5K km,7500,WB,manual,petrol,16893
kolkata,Hyundai Verna,2019,643000,51K km,51000,WB,manual,petrol,10949
kolkata,Tata Altroz,2022,688000,21K km,21000,WB,manual,petrol,11716
kolkata,Maruti S-Presso,2022,408000,21K km,21000,WB,manual,petrol,6948
kolkata,Maruti Celerio X,2020,419000,18.5K km,18500,WB,manual,petrol,7020
kolkata,Maruti Wagon R 1.0,2020,437000,26.5K km,26500,WB,manual,petrol,7810
kolkata,Tata Nexon,2022,829000,63.5K km,63500,WB,automatic,petrol,14117
kolkata,Hyundai Venue,2021,768000,37K km,37000,WB,manual,petrol,13078
kolkata,Mahindra XUV 300,2023,897000,4.5K km,4500,WB,automatic,petrol,15275
kolkata,Maruti Swift,2022,570000,36K km,36000,WB,manual,petrol,9706
kolkata,Maruti Ciaz,2018,595000,74.5K km,74500,WB,manual,petrol,10132
kolkata,Maruti Wagon R 1.0,2021,458000,34K km,34000,WB,manual,petrol,8185
kolkata,Mahindra KUV100 NXT,2017,359000,60K km,60000,WB,manual,diesel,6113
kolkata,Maruti S-Presso,2020,316000,77.5K km,77500,WB,manual,petrol,5381
kolkata,Maruti Estilo,2012,189000,26K km,26000,WB,manual,petrol,7188
kolkata,Maruti Alto 800,2016,239000,18.5K km,18500,WB,manual,petrol,4271
kolkata,Honda Jazz,2016,396000,53.5K km,53500,WB,manual,petrol,6322
kolkata,Maruti Baleno,2016,439000,84.5K km,84500,WB,manual,diesel,7475
kolkata,Renault Triber,2021,587000,40.5K km,40500,WB,manual,petrol,9996
kolkata,Kia Seltos,2021,997000,39.5K km,39500,WB,automatic,petrol,16978
kolkata,Maruti Baleno,2022,822000,15.5K km,15500,WB,automatic,petrol,13998
kolkata,Hyundai New Santro 1.1,2020,371000,49K km,49000,WB,manual,petrol,5923
kolkata,Hyundai New Santro 1.1,2020,384000,37.5K km,37500,WB,automatic,petrol,6130
kolkata,Maruti Wagon R 1.0,2018,392000,23.5K km,23500,WB,automatic,petrol,7006
kolkata,Maruti Wagon R 1.0,2023,519000,25.5K km,25500,WB,manual,petrol+cng,8838
kolkata,Maruti S-Cross,2021,739000,76.5K km,76500,WB,manual,petrol,12584
kolkata,Maruti Wagon R 1.0,2020,439000,17K km,17000,WB,manual,petrol,7846
kolkata,Hyundai New i20,2021,891000,25.5K km,25500,WB,automatic,petrol,15173
kolkata,Renault Kiger,2022,661000,19.5K km,19500,WB,manual,petrol,11256
kolkata,Maruti Swift,2021,568000,18.5K km,18500,WB,manual,petrol,9672
kolkata,Maruti Baleno,2021,646000,27.5K km,27500,WB,manual,petrol,11001
kolkata,Hyundai Aura,2020,545000,58.5K km,58500,WB,manual,petrol,9281
kolkata,Renault Kiger,2022,580000,59.5K km,59500,WB,manual,petrol,9877
kolkata,Hyundai Grand i10,2017,371000,37.5K km,37500,WB,manual,petrol,6317
kolkata,Datsun Redi-GO,2017,204000,45K km,45000,WB,manual,petrol,7758
kolkata,Hyundai Grand i10,2015,310000,53.5K km,53500,WB,manual,petrol,5642
kolkata,Hyundai i10,2014,239000,97K km,97000,WB,manual,petrol,5129
kolkata,Hyundai New i20,2020,649000,26.5K km,26500,WB,manual,petrol,11052
kolkata,Hyundai New Santro 1.1,2019,349000,44.5K km,44500,WB,manual,petrol,5571
kolkata,Maruti Swift,2021,568000,5K km,5000,WB,manual,petrol,9672
kolkata,Renault Duster,2021,768000,26.5K km,26500,WB,manual,petrol,13078
kolkata,Maruti Alto 800,2017,233000,28K km,28000,WB,manual,petrol,4164
kolkata,Ford Figo,2018,394000,54K km,54000,WB,manual,diesel,8456
kolkata,Maruti Swift,2021,540000,20.5K km,20500,WB,manual,petrol,9195
kolkata,Kia Sonet,2022,1134000,51K km,51000,WB,automatic,diesel,19502
kolkata,Renault Triber,2020,540000,46K km,46000,WB,manual,petrol,9195
kolkata,Tata Tiago,2021,598000,12.5K km,12500,WB,automatic,petrol,10183
kolkata,Maruti Baleno,2024,668000,42K km,42000,WB,manual,petrol,11375
kolkata,Maruti Ciaz,2022,855000,30K km,30000,WB,automatic,petrol,14560
kolkata,Maruti Baleno,2020,578000,20.5K km,20500,WB,manual,petrol,9843
kolkata,Maruti Swift,2016,378000,20.5K km,20500,WB,manual,petrol,6437
kolkata,Maruti Swift Dzire,2017,458000,36K km,36000,WB,manual,petrol,7799
kolkata,Hyundai Eon,2015,205000,48.5K km,48500,WB,manual,petrol,3498
kolkata,Maruti Swift,2013,305000,34.5K km,34500,WB,manual,petrol,8221
kolkata,Hyundai Elite i20,2018,458000,91K km,91000,WB,manual,petrol,7799
kolkata,Hyundai Venue,2021,801000,39K km,39000,WB,manual,petrol,13640
kolkata,Maruti Alto 800,2017,229000,10K km,10000,WB,manual,petrol,4092
kolkata,Tata Tiago,2020,439000,20K km,20000,WB,manual,petrol,7475
kolkata,Hyundai Grand i10,2018,402000,21.5K km,21500,WB,manual,petrol,6845
kolkata,Maruti Alto 800,2023,408000,9K km,9000,WB,manual,petrol,7291
kolkata,Maruti Swift Dzire,2014,341000,56.5K km,56500,WB,manual,petrol,7318
kolkata,Hyundai Grand i10,2015,306000,42K km,42000,WB,manual,petrol,5569
kolkata,Maruti Alto 800,2015,232000,30.5K km,30500,WB,manual,petrol,4415
kolkata,Maruti Celerio,2016,348000,22.5K km,22500,WB,automatic,petrol,5926
kolkata,Maruti Alto 800,2016,245000,49K km,49000,WB,manual,petrol,4378
kolkata,Maruti Alto K10,2016,283000,33.5K km,33500,WB,manual,petrol,4819
kolkata,Hyundai Eon,2016,238000,57K km,57000,WB,manual,petrol,3799
kolkata,Hyundai Grand i10 Nios,2022,617000,40K km,40000,WB,manual,petrol,10507
kolkata,Maruti Alto 800,2015,233000,11K km,11000,WB,manual,petrol,4434
kolkata,Hyundai Grand i10,2015,335000,29K km,29000,WB,manual,petrol,6097
kolkata,Hyundai Eon,2015,208000,33K km,33000,WB,manual,petrol,3549
kolkata,Ford EcoSport,2021,698000,47K km,47000,WB,manual,diesel,11886
kolkata,Hyundai Eon,2014,209000,34.5K km,34500,WB,manual,petrol,4205
kolkata,Datsun Redi-GO,2016,219000,23.5K km,23500,WB,manual,petrol,15648
kolkata,Maruti Alto K10,2017,317000,29K km,29000,WB,manual,petrol,5398
kolkata,Hyundai Eon,2017,228000,103.5K km,103500,WB,manual,petrol,3640
kolkata,Volkswagen Cross Polo,2015,354000,91K km,91000,WB,manual,petrol,6040
kolkata,Hyundai New Santro 1.1,2021,445000,30K km,30000,WB,manual,petrol,7104
kolkata,Maruti Wagon R 1.0,2023,598000,13.5K km,13500,WB,manual,petrol+cng,10183
kolkata,MG Hector Plus,2020,1268000,62K km,62000,WB,manual,diesel,21806
kolkata,Maruti Swift Dzire,2016,424000,39K km,39000,WB,manual,petrol,7717
kolkata,Maruti Celerio,2022,499000,7.5K km,7500,WB,manual,petrol,8497
kolkata,Maruti Ciaz,2021,681000,33K km,33000,WB,manual,petrol,11597
kolkata,Maruti Alto K10,2016,231000,46.5K km,46500,WB,manual,petrol,3933
kolkata,Maruti Alto 800,2020,309000,7.5K km,7500,WB,manual,petrol,5522
kolkata,Hyundai Grand i10 Nios,2022,661000,10K km,10000,WB,manual,petrol+cng,11256
kolkata,Maruti Swift,2016,341000,74K km,74000,WB,manual,petrol,5807
kolkata,Maruti Alto K10,2023,376000,28.5K km,28500,WB,manual,petrol,6403
kolkata,Maruti Ignis,2023,564000,8K km,8000,WB,manual,petrol,9604
kolkata,Honda WR-V,2017,537000,72K km,72000,WB,manual,petrol,9144
kolkata,Maruti Dzire,2023,768000,10.5K km,10500,WB,automatic,petrol,13078
kolkata,Volkswagen Polo,2020,475000,50K km,50000,WB,manual,petrol,7583
kolkata,Hyundai Grand i10,2014,318000,22K km,22000,WB,manual,petrol,6824
kolkata,Hyundai Grand i10,2018,378000,20K km,20000,WB,manual,petrol,6437
kolkata,Maruti Estilo,2012,195000,44K km,44000,WB,manual,petrol,7416
kolkata,Ford Freestyle,2021,624000,57.5K km,57500,WB,manual,diesel,10626
kolkata,Datsun Redi-GO,2016,208000,39.5K km,39500,WB,manual,petrol,14862
kolkata,Hyundai Grand i10 Nios,2020,685000,14K km,14000,WB,manual,diesel,11665
kolkata,Ford Figo,2020,468000,36.5K km,36500,WB,manual,petrol,7969
kolkata,Maruti Alto 800,2021,374000,11.5K km,11500,WB,manual,petrol,6684
kolkata,Renault Kiger,2022,599000,20K km,20000,WB,manual,petrol,10200
kolkata,Hyundai Venue,2019,727000,32.5K km,32500,WB,automatic,petrol,12380
kolkata,Maruti Swift Dzire,2014,360000,34.5K km,34500,WB,manual,petrol,7726
kolkata,Maruti Alto K10,2022,428000,14.5K km,14500,WB,manual,petrol,7288
kolkata,Renault Kiger,2022,795000,10K km,10000,WB,automatic,petrol,13538
kolkata,Volkswagen Taigun,2022,1145000,27K km,27000,WB,automatic,petrol,19685
kolkata,Hyundai New Santro 1.1,2021,417000,37K km,37000,WB,manual,petrol,6657
kolkata,Tata Nexon,2019,638000,77.5K km,77500,WB,automatic,diesel,10864
kolkata,Maruti Alto K10,2024,466000,1.5K km,1500,WB,manual,petrol,7935
kolkata,Hyundai Elite i20,2015,395000,37.5K km,37500,WB,manual,petrol,7189
kolkata,Maruti Swift,2017,403000,23.5K km,23500,WB,manual,petrol,6862
kolkata,Hyundai New Santro 1.1,2021,415000,40.5K km,40500,WB,manual,petrol,6625
kolkata,Renault Duster,2019,554000,90K km,90000,WB,automatic,diesel,9434
kolkata,Skoda Rapid New,2018,544000,106K km,106000,WB,automatic,diesel,9264
kolkata,Maruti Swift,2011,229000,66K km,66000,WB,manual,petrol,16362
kolkata,Hyundai Grand i10,2019,408000,39.5K km,39500,WB,manual,petrol,6948
kolkata,Maruti Swift,2013,323000,15K km,15000,WB,manual,petrol,8706
kolkata,Kia Sonet,2021,939000,65.5K km,65500,WB,automatic,petrol,15990
kolkata,Honda City,2021,1068000,36K km,36000,WB,automatic,petrol,18374
kolkata,Mahindra XUV 300,2020,819000,86K km,86000,WB,manual,diesel,13947
kolkata,Kia Seltos,2020,933000,26K km,26000,WB,manual,petrol,15888
kolkata,Nissan Magnite,2021,705000,33.5K km,33500,WB,automatic,petrol,12005
kolkata,Maruti S-Presso,2020,358000,53K km,53000,WB,manual,petrol,6096
kolkata,Renault Kwid,2022,404000,21.5K km,21500,WB,manual,petrol,6879
kolkata,Hyundai Venue,2020,730000,32K km,32000,WB,manual,petrol,12431
kolkata,Renault Kwid,2021,379000,40K km,40000,WB,manual,petrol,6454
kolkata,Honda City,2017,504000,32.5K km,32500,WB,manual,petrol,8582
kolkata,Hyundai Aura,2021,617000,24K km,24000,WB,manual,petrol,10507
kolkata,Hyundai Verna,2021,925000,61.5K km,61500,WB,manual,petrol,15752
kolkata,Kia Sonet,2021,906000,36K km,36000,WB,manual,petrol,15428
kolkata,Skoda Rapid New,2017,567000,66.5K km,66500,WB,automatic,petrol,9655
kolkata,Hyundai Aura,2022,625000,43.5K km,43500,WB,manual,petrol,10643
kolkata,Maruti Wagon R 1.0,2017,328000,27.5K km,27500,WB,automatic,petrol,5862
kolkata,Maruti Alto K10,2018,298000,8.5K km,8500,WB,automatic,petrol,5074
kolkata,Maruti Ciaz,2017,539000,22.5K km,22500,WB,automatic,petrol,9178
kolkata,Maruti S-Cross,2020,667000,97K km,97000,WB,manual,petrol,11358
kolkata,Tata Tiago NRG,2022,483000,97K km,97000,WB,manual,petrol,8225
kolkata,Hyundai Grand i10 Nios,2021,605000,38.5K km,38500,WB,automatic,petrol,10302
kolkata,Hyundai Grand i10 Nios,2020,496000,37.5K km,37500,WB,manual,petrol,8446
kolkata,Maruti Wagon R 1.0,2021,479000,40K km,40000,WB,manual,petrol+cng,8157
kolkata,Kia Sonet,2022,1002000,13K km,13000,WB,manual,petrol,17064
kolkata,Maruti S-Presso,2021,410000,9.5K km,9500,WB,manual,petrol,6982
kolkata,Tata Tiago,2020,523000,27.5K km,27500,WB,automatic,petrol,8906
kolkata,Maruti S-Presso,2021,408000,14.5K km,14500,WB,manual,petrol,6948
kolkata,Chevrolet Beat,2016,269000,46K km,46000,WB,manual,petrol,
kolkata,Nissan Magnite,2021,804000,34.5K km,34500,WB,automatic,petrol,13691
kolkata,Tata Tiago,2021,474000,12K km,12000,WB,manual,petrol,8071
kolkata,Skoda Rapid New,2018,678000,36.5K km,36500,WB,automatic,petrol,11545
kolkata,Honda Civic,2019,1168000,71.5K km,71500,WB,manual,diesel,20085
kolkata,Hyundai New Santro 1.1,2020,389000,33K km,33000,WB,manual,petrol,6210
kolkata,Hyundai Elite i20,2019,475000,79K km,79000,WB,automatic,petrol,8088
kolkata,Hyundai Grand i10 Nios,2020,562000,35K km,35000,WB,manual,petrol,9570
kolkata,Honda Jazz,2015,239000,95K km,95000,WB,manual,petrol,4078
kolkata,Honda Jazz,2016,329000,75K km,75000,WB,manual,petrol,5614
kolkata,Maruti Celerio,2022,470000,12.5K km,12500,WB,manual,petrol,8003
kolkata,Maruti Swift,2010,205000,43K km,43000,WB,manual,petrol,
kolkata,Hyundai i20 Active,2015,377000,121.5K km,121500,WB,manual,diesel,6862
kolkata,Renault Kwid,2020,380000,29K km,29000,WB,automatic,petrol,6471
kolkata,Maruti Ciaz,2020,685000,67K km,67000,WB,manual,petrol,11665
kolkata,Hyundai Grand i10 Nios,2020,483000,43K km,43000,WB,manual,petrol,8225
kolkata,Volkswagen Taigun,2022,1101000,31.5K km,31500,WB,manual,petrol,18936
kolkata,Renault Kwid,2023,416000,7K km,7000,WB,manual,petrol,7084
kolkata,Tata Tiago,2022,619000,33K km,33000,WB,manual,petrol+cng,10541
kolkata,Maruti Alto 800,2021,346000,28.5K km,28500,WB,manual,petrol,6183
kolkata,Maruti Ciaz,2021,732000,24K km,24000,WB,automatic,petrol,12465
kolkata,Maruti Celerio,2020,408000,46K km,46000,WB,automatic,petrol,6948
kolkata,Maruti Alto 800,2022,355000,17K km,17000,WB,manual,petrol,6344
kolkata,Volkswagen Vento,2022,904000,11.5K km,11500,WB,automatic,petrol,14432
kolkata,Maruti S-Presso,2021,362000,35K km,35000,WB,manual,petrol,6164
kolkata,Ford EcoSport,2019,562000,65.5K km,65500,WB,manual,petrol,9570
kolkata,Hyundai Venue,2021,667000,51K km,51000,WB,manual,petrol,11358
kolkata,Kia Seltos,2021,938000,55.5K km,55500,WB,manual,petrol,15973
kolkata,Skoda Slavia,2022,1410000,11K km,11000,WB,automatic,petrol,24249
kolkata,Maruti Alto,2010,130000,32K km,32000,WB,manual,petrol,
kolkata,Hyundai Aura,2021,627000,23K km,23000,WB,manual,petrol,10677
kolkata,Hyundai Eon,2017,225000,47.5K km,47500,WB,manual,petrol,3592
kolkata,Tata Altroz,2021,514000,25.5K km,25500,WB,manual,petrol,8753
kolkata,Maruti Baleno,2021,697000,11.5K km,11500,WB,manual,petrol,11869
kolkata,Honda Amaze,2021,713000,25K km,25000,WB,automatic,petrol,12141
kolkata,Maruti Ignis,2020,489000,29.5K km,29500,WB,manual,petrol,8327
kolkata,Maruti Wagon R 1.0,2018,326000,52.5K km,52500,WB,manual,petrol,5826
kolkata,Honda WR-V,2020,598000,29K km,29000,WB,manual,petrol,10183
kolkata,Renault Duster,2021,747000,47.5K km,47500,WB,manual,petrol,12720
kolkata,Maruti S-Cross,2022,861000,26K km,26000,WB,manual,petrol,14662
kolkata,Renault Kwid,2023,416000,8.5K km,8500,WB,manual,petrol,7084
kolkata,Tata Altroz,2020,562000,44.5K km,44500,WB,manual,petrol,9570
kolkata,Maruti Swift,2017,413000,43.5K km,43500,WB,manual,petrol,7033
kolkata,Maruti Dzire,2023,779000,20K km,20000,WB,automatic,petrol,13265
kolkata,Tata Altroz,2022,669000,73K km,73000,WB,manual,diesel,11392
kolkata,Maruti Baleno,2018,488000,42K km,42000,WB,manual,petrol,8310
kolkata,Hyundai Elite i20,2018,499000,68K km,68000,WB,manual,petrol,8497
kolkata,Maruti A-Star,2011,190000,50.5K km,50500,WB,manual,petrol,12727
kolkata,Hyundai New i20,2023,872000,8.5K km,8500,WB,manual,petrol,14849
kolkata,Maruti S-Presso,2022,484000,16K km,16000,WB,manual,petrol+cng,8242
kolkata,Maruti Swift Dzire,2013,389000,56K km,56000,WB,manual,diesel,10485
kolkata,Kia Sonet,2020,769000,93K km,93000,WB,manual,petrol,13095
kolkata,Maruti Dzire,2022,708000,30K km,30000,WB,automatic,petrol,12056
kolkata,Tata Altroz,2021,697000,41.5K km,41500,WB,manual,diesel,11869
kolkata,Maruti Ciaz,2019,626000,71.5K km,71500,WB,manual,petrol,10660
kolkata,Maruti Alto 800,2021,309000,32K km,32000,WB,manual,petrol,5522
kolkata,Maruti S-Presso,2021,397000,30K km,30000,WB,manual,petrol,6760
kolkata,Maruti Ciaz,2022,828000,15.5K km,15500,WB,automatic,petrol,14100
kolkata,Maruti Swift,2016,390000,67.5K km,67500,WB,manual,petrol,6641
kolkata,Maruti Ignis,2023,529000,11.5K km,11500,WB,manual,petrol,9008
kolkata,Maruti Alto K10,2018,299000,81K km,81000,WB,automatic,petrol,5091
kolkata,MG Hector,2022,1517000,36.5K km,36500,WB,manual,diesel,26089
kolkata,Volkswagen Taigun,2022,1208000,31.5K km,31500,WB,automatic,petrol,20775
kolkata,Tata Altroz,2020,647000,53.5K km,53500,WB,manual,diesel,11018
kolkata,Skoda Slavia,2022,1319000,3K km,3000,WB,manual,petrol,22683
kolkata,Hyundai Verna,2019,807000,33K km,33000,MH,automatic,petrol,13742
kolkata,Maruti Swift,2013,288000,55.5K km,55500,WB,manual,petrol,7763
kolkata,Hyundai New Santro 1.1,2020,368000,125K km,125000,WB,manual,petrol,5875
kolkata,Maruti Vitara Brezza,2022,859000,15K km,15000,WB,manual,petrol,14628
kolkata,Hyundai Verna,2020,868000,96.5K km,96500,WB,manual,petrol,14781
kolkata,Maruti Ciaz,2021,688000,20.5K km,20500,WB,manual,petrol,11716
kolkata,Volkswagen Virtus,2023,1095000,25K km,25000,WB,manual,petrol,18834
kolkata,Kia Seltos,2021,1014000,35.5K km,35500,WB,manual,petrol,17267
kolkata,Hyundai Grand i10 Nios,2023,568000,19K km,19000,WB,manual,petrol,9672
kolkata,Tata Tiago,2020,424000,29.5K km,29500,WB,manual,petrol,7220
kolkata,Honda Jazz,2022,705000,21.5K km,21500,WB,automatic,petrol,11255
kolkata,Renault Kiger,2021,628000,35.5K km,35500,WB,manual,petrol,10694
kolkata,Maruti S-Presso,2022,422000,5K km,5000,WB,manual,petrol,7186
kolkata,Maruti Alto 800,2020,293000,20.5K km,20500,WB,manual,petrol,5236
kolkata,Maruti Alto 800,2018,246000,56K km,56000,WB,manual,petrol,4396
kolkata,Kia Seltos,2021,932000,64K km,64000,WB,manual,diesel,15871
kolkata,Ford Figo Aspire,2020,527000,16.5K km,16500,WB,manual,petrol,8413
kolkata,Hyundai Creta,2023,1478000,10K km,10000,WB,automatic,petrol,25418
kolkata,Maruti Alto 800,2015,199000,48.5K km,48500,WB,manual,petrol,3787
kolkata,Maruti Alto 800,2015,220000,35K km,35000,WB,manual,petrol,4187
kolkata,Tata Altroz,2022,801000,12K km,12000,WB,manual,diesel,13640
kolkata,Maruti Dzire,2020,532000,22.5K km,22500,WB,automatic,petrol,9059
kolkata,Maruti Swift,2022,608000,8.5K km,8500,WB,manual,petrol,10353
kolkata,Ford Freestyle,2019,447000,101.5K km,101500,WB,manual,diesel,9593
kolkata,Nissan Magnite,2021,670000,19K km,19000,WB,manual,petrol,11409
kolkata,Maruti S-Presso,2021,385000,26K km,26000,WB,manual,petrol,6556
kolkata,Renault Duster,2016,375000,93.5K km,93500,WB,manual,diesel,6825
kolkata,Hyundai Grand i10,2018,368000,69K km,69000,WB,manual,diesel,6266
kolkata,Kia Sonet,2020,763000,48K km,48000,WB,manual,petrol,12993
kolkata,Renault Kiger,2021,715000,40K km,40000,WB,automatic,petrol,12176
kolkata,Hyundai Creta,2020,1258000,33.5K km,33500,WB,automatic,petrol,21627
kolkata,Renault Triber,2022,516000,28.5K km,28500,WB,manual,petrol,8787
kolkata,Honda Amaze,2022,723000,12.5K km,12500,WB,manual,petrol,12312
kolkata,Mahindra XUV 300,2020,815000,67.5K km,67500,WB,manual,diesel,13878
kolkata,Maruti Wagon R 1.0,2022,564000,16K km,16000,WB,manual,petrol+cng,9604
kolkata,Hyundai New Santro 1.1,2021,415000,57.5K km,57500,WB,manual,petrol,6625
kolkata,Kia Seltos,2021,1226000,30.5K km,30500,WB,automatic,petrol,21082
kolkata,Maruti Alto K10,2015,234000,68.5K km,68500,WB,manual,petrol,4259
kolkata,Hyundai Grand i10 Nios,2023,683000,26K km,26000,WB,automatic,petrol,11631
kolkata,Kia Seltos,2021,1134000,84K km,84000,WB,manual,diesel,19498
kolkata,Volkswagen Ameo,2018,474000,19.5K km,19500,WB,manual,diesel,7567
kolkata,Maruti Celerio,2020,415000,12.5K km,12500,WB,manual,petrol,7067
kolkata,Maruti Swift Dzire,2015,383000,57K km,57000,WB,manual,petrol,6967
kolkata,Volkswagen Polo,2019,467000,67.5K km,67500,WB,manual,petrol,7455
kolkata,Volkswagen Polo,2021,556000,35K km,35000,WB,manual,petrol,8876
kolkata,Ford EcoSport,2020,777000,35.5K km,35500,WB,automatic,petrol,13231
kolkata,Maruti Alto 800,2015,219000,38K km,38000,WB,manual,petrol,4167
kolkata,Hyundai Xcent,2019,384000,84.5K km,84500,WB,manual,petrol,6130
kolkata,Maruti Swift,2022,558000,11.5K km,11500,WB,manual,petrol,9502
kolkata,Honda City,2020,930000,52.5K km,52500,WB,manual,diesel,15837
kolkata,Hyundai Grand i10,2014,292000,90.5K km,90500,WB,manual,petrol,6266
kolkata,Maruti Alto K10,2014,182000,60K km,60000,WB,manual,petrol,3906
kolkata,Kia Seltos,2020,878000,65.5K km,65500,WB,manual,diesel,14951
kolkata,Maruti Celerio,2021,377000,53K km,53000,WB,manual,petrol,6420
